Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Inspect Public Way Survey,11/12/2012,Week,10,3.14,139,11/12/2012 - 11/18/2012
Inspect Public Way Survey,11/05/2012,Week,10,4.23,91,11/05/2012 - 11/11/2012
Inspect Public Way Survey,10/29/2012,Week,10,4.1,117,10/29/2012 - 11/04/2012
Inspect Public Way Survey,10/22/2012,Week,10,2.33,97,10/22/2012 - 10/28/2012
Inspect Public Way Survey,10/15/2012,Week,10,4.24,118,10/15/2012 - 10/21/2012
Inspect Public Way Survey,10/08/2012,Week,10,5.05,88,10/08/2012 - 10/14/2012
Inspect Public Way Survey,10/01/2012,Week,10,6.64,161,10/01/2012 - 10/07/2012
Inspect Public Way Survey,09/24/2012,Week,10,4.26,97,09/24/2012 - 09/30/2012
Inspect Public Way Survey,09/17/2012,Week,10,3.55,56,09/17/2012 - 09/23/2012
Inspect Public Way Survey,09/10/2012,Week,10,3.22,84,09/10/2012 - 09/16/2012
Inspect Public Way Survey,09/03/2012,Week,10,2.11,62,09/03/2012 - 09/09/2012
Inspect Public Way Survey,08/27/2012,Week,10,2.65,85,08/27/2012 - 09/02/2012
Inspect Public Way Survey,08/20/2012,Week,10,3.53,93,08/20/2012 - 08/26/2012
Inspect Public Way Survey,08/13/2012,Week,10,4.68,93,08/13/2012 - 08/19/2012
Inspect Public Way Survey,08/06/2012,Week,10,3.58,85,08/06/2012 - 08/12/2012
Inspect Public Way Survey,07/30/2012,Week,10,3.29,76,07/30/2012 - 08/05/2012
Inspect Public Way Survey,07/23/2012,Week,10,2.49,74,07/23/2012 - 07/29/2012
Inspect Public Way Survey,07/16/2012,Week,10,2.76,61,07/16/2012 - 07/22/2012
Inspect Public Way Survey,07/09/2012,Week,10,3.91,46,07/09/2012 - 07/15/2012
Inspect Public Way Survey,07/02/2012,Week,10,3.22,51,07/02/2012 - 07/08/2012
Inspect Public Way Survey,06/25/2012,Week,10,3.16,71,06/25/2012 - 07/01/2012
Inspect Public Way Survey,06/18/2012,Week,10,3.76,71,06/18/2012 - 06/24/2012
Inspect Public Way Survey,06/11/2012,Week,10,3.31,99,06/11/2012 - 06/17/2012
Inspect Public Way Survey,06/04/2012,Week,10,2.98,53,06/04/2012 - 06/10/2012
Inspect Public Way Survey,05/28/2012,Week,10,4.92,53,05/28/2012 - 06/03/2012
Inspect Public Way Survey,05/21/2012,Week,10,1.74,63,05/21/2012 - 05/27/2012
Inspect Public Way Survey,05/14/2012,Week,10,3.56,101,05/14/2012 - 05/20/2012
Inspect Public Way Survey,05/07/2012,Week,10,2.81,63,05/07/2012 - 05/13/2012
Inspect Public Way Survey,04/30/2012,Week,10,4.21,74,04/30/2012 - 05/06/2012
Inspect Public Way Survey,04/23/2012,Week,10,3.18,69,04/23/2012 - 04/29/2012
Inspect Public Way Survey,04/16/2012,Week,10,2.66,71,04/16/2012 - 04/22/2012
Inspect Public Way Survey,04/09/2012,Week,10,3.49,80,04/09/2012 - 04/15/2012
Inspect Public Way Survey,04/02/2012,Week,10,2.6,47,04/02/2012 - 04/08/2012
Inspect Public Way Survey,03/26/2012,Week,10,2.35,64,03/26/2012 - 04/01/2012
Inspect Public Way Survey,03/19/2012,Week,10,2.52,55,03/19/2012 - 03/25/2012
Inspect Public Way Survey,03/12/2012,Week,10,2.55,61,03/12/2012 - 03/18/2012
Inspect Public Way Survey,03/05/2012,Week,10,2.22,48,03/05/2012 - 03/11/2012
Inspect Public Way Survey,02/27/2012,Week,10,4.1,58,02/27/2012 - 03/04/2012
Inspect Public Way Survey,02/20/2012,Week,10,1.93,60,02/20/2012 - 02/26/2012
Inspect Public Way Survey,02/13/2012,Week,10,3.32,40,02/13/2012 - 02/19/2012
Inspect Public Way Survey,02/06/2012,Week,10,2.15,27,02/06/2012 - 02/12/2012
Inspect Public Way Survey,01/30/2012,Week,10,1.78,23,01/30/2012 - 02/05/2012
Inspect Public Way Survey,01/23/2012,Week,10,2.12,68,01/23/2012 - 01/29/2012
Inspect Public Way Survey,01/16/2012,Week,10,2.51,41,01/16/2012 - 01/22/2012
Inspect Public Way Survey,01/09/2012,Week,10,3.35,41,01/09/2012 - 01/15/2012
Inspect Public Way Survey,01/02/2012,Week,10,3.68,42,01/02/2012 - 01/08/2012
Inspect Public Way Survey,12/26/2011,Week,10,4.12,27,12/26/2011 - 01/01/2012
Inspect Public Way Survey,12/19/2011,Week,10,2.04,43,12/19/2011 - 12/25/2011
Inspect Public Way Survey,12/12/2011,Week,10,2.72,51,12/12/2011 - 12/18/2011
Inspect Public Way Survey,12/05/2011,Week,10,2.09,44,12/05/2011 - 12/11/2011
Inspect Public Way Survey,11/28/2011,Week,10,1.52,50,11/28/2011 - 12/04/2011
Inspect Public Way Survey,11/21/2011,Week,10,4.14,61,11/21/2011 - 11/27/2011
Inspect Public Way Survey,11/14/2011,Week,10,3.49,88,11/14/2011 - 11/20/2011
Inspect Public Way Survey,11/07/2011,Week,10,1.69,59,11/07/2011 - 11/13/2011
Inspect Public Way Survey,10/31/2011,Week,10,1.92,67,10/31/2011 - 11/06/2011
Inspect Public Way Survey,10/24/2011,Week,10,2.73,79,10/24/2011 - 10/30/2011
Inspect Public Way Survey,10/17/2011,Week,10,1.85,94,10/17/2011 - 10/23/2011
Inspect Public Way Survey,10/10/2011,Week,10,2.07,56,10/10/2011 - 10/16/2011
Inspect Public Way Survey,10/03/2011,Week,10,2.24,76,10/03/2011 - 10/09/2011
Inspect Public Way Survey,09/26/2011,Week,10,2.34,82,09/26/2011 - 10/02/2011
Inspect Public Way Survey,09/19/2011,Week,10,1.77,72,09/19/2011 - 09/25/2011
Inspect Public Way Survey,09/12/2011,Week,10,1.42,61,09/12/2011 - 09/18/2011
Inspect Public Way Survey,09/05/2011,Week,10,2.07,65,09/05/2011 - 09/11/2011
Inspect Public Way Survey,08/29/2011,Week,10,1.62,70,08/29/2011 - 09/04/2011
Inspect Public Way Survey,08/22/2011,Week,10,2.6,96,08/22/2011 - 08/28/2011
Inspect Public Way Survey,08/15/2011,Week,10,2.86,75,08/15/2011 - 08/21/2011
Inspect Public Way Survey,08/08/2011,Week,10,2.84,75,08/08/2011 - 08/14/2011
Inspect Public Way Survey,08/01/2011,Week,10,2.41,56,08/01/2011 - 08/07/2011
Inspect Public Way Survey,07/25/2011,Week,10,2.38,62,07/25/2011 - 07/31/2011
Inspect Public Way Survey,07/18/2011,Week,10,2.76,52,07/18/2011 - 07/24/2011
Inspect Public Way Survey,07/11/2011,Week,10,2.1,55,07/11/2011 - 07/17/2011
Inspect Public Way Survey,07/04/2011,Week,10,2.92,63,07/04/2011 - 07/10/2011
Inspect Public Way Survey,06/27/2011,Week,10,1.86,71,06/27/2011 - 07/03/2011
Inspect Public Way Survey,06/20/2011,Week,10,1.67,59,06/20/2011 - 06/26/2011
Inspect Public Way Survey,06/13/2011,Week,10,2.06,86,06/13/2011 - 06/19/2011
Inspect Public Way Survey,06/06/2011,Week,10,1.25,52,06/06/2011 - 06/12/2011
Landscape Median Maintenance,12/10/2018,Week,30,21.5,3,12/10/2018 - 12/16/2018
Landscape Median Maintenance,11/26/2018,Week,30,37.47,2,11/26/2018 - 12/02/2018
Landscape Median Maintenance,11/19/2018,Week,30,13.13,3,11/19/2018 - 11/25/2018
Landscape Median Maintenance,11/05/2018,Week,30,13,2,11/05/2018 - 11/11/2018
Landscape Median Maintenance,10/22/2018,Week,30,11.98,1,10/22/2018 - 10/28/2018
Landscape Median Maintenance,10/15/2018,Week,30,10.88,7,10/15/2018 - 10/21/2018
Landscape Median Maintenance,10/08/2018,Week,30,12.32,7,10/08/2018 - 10/14/2018
Landscape Median Maintenance,10/01/2018,Week,30,8.71,5,10/01/2018 - 10/07/2018
Landscape Median Maintenance,09/24/2018,Week,30,19.98,2,09/24/2018 - 09/30/2018
Landscape Median Maintenance,09/17/2018,Week,30,9.36,11,09/17/2018 - 09/23/2018
Landscape Median Maintenance,08/27/2018,Week,30,2.56,4,08/27/2018 - 09/02/2018
Landscape Median Maintenance,08/20/2018,Week,30,13.89,10,08/20/2018 - 08/26/2018
Landscape Median Maintenance,08/06/2018,Week,30,9.32,3,08/06/2018 - 08/12/2018
Landscape Median Maintenance,07/30/2018,Week,30,8.26,4,07/30/2018 - 08/05/2018
Landscape Median Maintenance,07/16/2018,Week,30,10.45,6,07/16/2018 - 07/22/2018
Landscape Median Maintenance,07/02/2018,Week,30,6.2,3,07/02/2018 - 07/08/2018
Landscape Median Maintenance,06/25/2018,Week,30,9.36,9,06/25/2018 - 07/01/2018
Landscape Median Maintenance,06/18/2018,Week,30,19.98,9,06/18/2018 - 06/24/2018
Landscape Median Maintenance,06/11/2018,Week,30,12.84,4,06/11/2018 - 06/17/2018
Landscape Median Maintenance,06/04/2018,Week,30,13.48,2,06/04/2018 - 06/10/2018
Landscape Median Maintenance,05/14/2018,Week,30,10.54,6,05/14/2018 - 05/20/2018
Landscape Median Maintenance,04/23/2018,Week,30,5.27,4,04/23/2018 - 04/29/2018
Landscape Median Maintenance,04/16/2018,Week,30,12.85,2,04/16/2018 - 04/22/2018
Landscape Median Maintenance,03/26/2018,Week,30,14.26,19,03/26/2018 - 04/01/2018
Landscape Median Maintenance,03/05/2018,Week,30,8.97,1,03/05/2018 - 03/11/2018
Landscape Median Maintenance,02/26/2018,Week,30,20.02,1,02/26/2018 - 03/04/2018
Landscape Median Maintenance,02/05/2018,Week,30,16.37,2,02/05/2018 - 02/11/2018
Landscape Median Maintenance,01/08/2018,Week,30,38.63,3,01/08/2018 - 01/14/2018
Landscape Median Maintenance,12/04/2017,Week,30,26.12,2,12/04/2017 - 12/10/2017
Landscape Median Maintenance,11/20/2017,Week,30,19.57,4,11/20/2017 - 11/26/2017
Landscape Median Maintenance,11/06/2017,Week,30,20.35,6,11/06/2017 - 11/12/2017
Landscape Median Maintenance,10/23/2017,Week,30,11.39,3,10/23/2017 - 10/29/2017
Landscape Median Maintenance,10/02/2017,Week,30,26.82,13,10/02/2017 - 10/08/2017
Landscape Median Maintenance,09/18/2017,Week,30,40.96,17,09/18/2017 - 09/24/2017
Landscape Median Maintenance,08/28/2017,Week,30,35.97,1,08/28/2017 - 09/03/2017
Landscape Median Maintenance,08/14/2017,Week,30,20.58,11,08/14/2017 - 08/20/2017
Landscape Median Maintenance,07/31/2017,Week,30,25.05,7,07/31/2017 - 08/06/2017
Landscape Median Maintenance,07/17/2017,Week,30,32.43,18,07/17/2017 - 07/23/2017
Landscape Median Maintenance,07/03/2017,Week,30,38.84,15,07/03/2017 - 07/09/2017
Landscape Median Maintenance,05/22/2017,Week,30,25.15,10,05/22/2017 - 05/28/2017
Landscape Median Maintenance,04/17/2017,Week,30,18.35,7,04/17/2017 - 04/23/2017
Landscape Median Maintenance,03/20/2017,Week,30,18.68,5,03/20/2017 - 03/26/2017
Landscape Median Maintenance,02/27/2017,Week,30,42.12,3,02/27/2017 - 03/05/2017
Landscape Median Maintenance,01/30/2017,Week,30,25.61,12,01/30/2017 - 02/05/2017
Landscape Median Maintenance,12/05/2016,Week,30,8.48,2,12/05/2016 - 12/11/2016
Landscape Median Maintenance,11/14/2016,Week,30,3.35,4,11/14/2016 - 11/20/2016
Landscape Median Maintenance,11/07/2016,Week,30,12.77,11,11/07/2016 - 11/13/2016
Landscape Median Maintenance,10/24/2016,Week,30,12.16,4,10/24/2016 - 10/30/2016
Landscape Median Maintenance,10/17/2016,Week,30,15.36,17,10/17/2016 - 10/23/2016
Landscape Median Maintenance,09/26/2016,Week,30,8.56,4,09/26/2016 - 10/02/2016
Landscape Median Maintenance,09/19/2016,Week,30,4.85,6,09/19/2016 - 09/25/2016
Landscape Median Maintenance,09/05/2016,Week,30,4.89,8,09/05/2016 - 09/11/2016
Landscape Median Maintenance,08/22/2016,Week,30,4.8,3,08/22/2016 - 08/28/2016
Landscape Median Maintenance,08/15/2016,Week,30,5.08,5,08/15/2016 - 08/21/2016
Landscape Median Maintenance,08/01/2016,Week,30,2.87,6,08/01/2016 - 08/07/2016
Landscape Median Maintenance,07/25/2016,Week,30,2.29,1,07/25/2016 - 07/31/2016
Landscape Median Maintenance,07/18/2016,Week,30,39.66,24,07/18/2016 - 07/24/2016
Landscape Median Maintenance,06/06/2016,Week,30,16.68,20,06/06/2016 - 06/12/2016
Landscape Median Maintenance,05/02/2016,Week,30,12.44,10,05/02/2016 - 05/08/2016
Landscape Median Maintenance,04/04/2016,Week,30,5.48,3,04/04/2016 - 04/10/2016
Landscape Median Maintenance,03/28/2016,Week,30,25.54,12,03/28/2016 - 04/03/2016
Landscape Median Maintenance,02/08/2016,Week,30,9.91,3,02/08/2016 - 02/14/2016
Landscape Median Maintenance,01/25/2016,Week,30,15.98,1,01/25/2016 - 01/31/2016
Landscape Median Maintenance,01/18/2016,Week,30,33.79,2,01/18/2016 - 01/24/2016
Landscape Median Maintenance,12/14/2015,Week,30,11.49,7,12/14/2015 - 12/20/2015
Landscape Median Maintenance,11/23/2015,Week,30,18.89,3,11/23/2015 - 11/29/2015
Landscape Median Maintenance,10/26/2015,Week,30,13.57,7,10/26/2015 - 11/01/2015
Landscape Median Maintenance,10/05/2015,Week,30,13.69,6,10/05/2015 - 10/11/2015
Landscape Median Maintenance,09/28/2015,Week,30,6.38,15,09/28/2015 - 10/04/2015
Landscape Median Maintenance,09/14/2015,Week,30,13.31,6,09/14/2015 - 09/20/2015
Landscape Median Maintenance,08/24/2015,Week,30,1.57,1,08/24/2015 - 08/30/2015
Landscape Median Maintenance,08/17/2015,Week,30,6.58,6,08/17/2015 - 08/23/2015
Landscape Median Maintenance,08/10/2015,Week,30,6.18,4,08/10/2015 - 08/16/2015
Landscape Median Maintenance,07/27/2015,Week,30,8.38,9,07/27/2015 - 08/02/2015
Landscape Median Maintenance,07/13/2015,Week,30,11.68,27,07/13/2015 - 07/19/2015
Landscape Median Maintenance,06/29/2015,Week,30,9.88,10,06/29/2015 - 07/05/2015
Landscape Median Maintenance,06/15/2015,Week,30,4.03,1,06/15/2015 - 06/21/2015
Landscape Median Maintenance,06/08/2015,Week,30,1,2,06/08/2015 - 06/14/2015
Landscape Median Maintenance,06/01/2015,Week,30,4.24,5,06/01/2015 - 06/07/2015
Landscape Median Maintenance,05/25/2015,Week,30,2.94,3,05/25/2015 - 05/31/2015
Landscape Median Maintenance,05/18/2015,Week,30,3.74,6,05/18/2015 - 05/24/2015
Landscape Median Maintenance,05/11/2015,Week,30,1,1,05/11/2015 - 05/17/2015
Landscape Median Maintenance,05/04/2015,Week,30,5.77,4,05/04/2015 - 05/10/2015
Landscape Median Maintenance,04/27/2015,Week,30,4.9,4,04/27/2015 - 05/03/2015
Landscape Median Maintenance,04/13/2015,Week,30,3.46,7,04/13/2015 - 04/19/2015
Landscape Median Maintenance,04/06/2015,Week,30,5.56,3,04/06/2015 - 04/12/2015
Landscape Median Maintenance,03/30/2015,Week,30,1.96,2,03/30/2015 - 04/05/2015
Landscape Median Maintenance,03/23/2015,Week,30,12.44,6,03/23/2015 - 03/29/2015
Landscape Median Maintenance,02/23/2015,Week,30,26.72,3,02/23/2015 - 03/01/2015
Landscape Median Maintenance,01/26/2015,Week,30,14.99,2,01/26/2015 - 02/01/2015
Landscape Median Maintenance,01/19/2015,Week,30,23.91,2,01/19/2015 - 01/25/2015
Landscape Median Maintenance,01/05/2015,Week,30,36.18,7,01/05/2015 - 01/11/2015
Landscape Median Maintenance,12/01/2014,Week,30,21.06,1,12/01/2014 - 12/07/2014
Landscape Median Maintenance,11/03/2014,Week,30,35.08,3,11/03/2014 - 11/09/2014
Landscape Median Maintenance,10/27/2014,Week,30,78.06,10,10/27/2014 - 11/02/2014
Landscape Median Maintenance,10/13/2014,Week,30,26.78,1,10/13/2014 - 10/19/2014
Landscape Median Maintenance,09/29/2014,Week,30,8.09,5,09/29/2014 - 10/05/2014
Landscape Median Maintenance,09/15/2014,Week,30,2.87,4,09/15/2014 - 09/21/2014
Landscape Median Maintenance,09/08/2014,Week,30,13.67,8,09/08/2014 - 09/14/2014
Landscape Median Maintenance,08/25/2014,Week,30,9.22,9,08/25/2014 - 08/31/2014
Landscape Median Maintenance,08/11/2014,Week,30,5.74,5,08/11/2014 - 08/17/2014
Landscape Median Maintenance,08/04/2014,Week,30,13.19,4,08/04/2014 - 08/10/2014
Landscape Median Maintenance,07/28/2014,Week,30,4.97,4,07/28/2014 - 08/03/2014
Landscape Median Maintenance,07/21/2014,Week,30,15.3,9,07/21/2014 - 07/27/2014
Landscape Median Maintenance,07/07/2014,Week,30,4.02,2,07/07/2014 - 07/13/2014
Landscape Median Maintenance,06/30/2014,Week,30,7.07,10,06/30/2014 - 07/06/2014
Landscape Median Maintenance,06/16/2014,Week,30,17.42,22,06/16/2014 - 06/22/2014
Landscape Median Maintenance,05/19/2014,Week,30,15.3,3,05/19/2014 - 05/25/2014
Landscape Median Maintenance,05/12/2014,Week,30,20.06,15,05/12/2014 - 05/18/2014
Landscape Median Maintenance,04/07/2014,Week,30,107.78,7,04/07/2014 - 04/13/2014
Landscape Median Maintenance,03/24/2014,Week,30,6.94,1,03/24/2014 - 03/30/2014
Landscape Median Maintenance,03/17/2014,Week,30,2.61,2,03/17/2014 - 03/23/2014
Landscape Median Maintenance,03/10/2014,Week,30,14.3,2,03/10/2014 - 03/16/2014
Landscape Median Maintenance,02/17/2014,Week,30,51.36,1,02/17/2014 - 02/23/2014
Landscape Median Maintenance,12/23/2013,Week,30,105.16,1,12/23/2013 - 12/29/2013
Landscape Median Maintenance,12/09/2013,Week,30,23.37,4,12/09/2013 - 12/15/2013
Landscape Median Maintenance,12/02/2013,Week,30,12.27,5,12/02/2013 - 12/08/2013
Landscape Median Maintenance,11/25/2013,Week,30,6.63,4,11/25/2013 - 12/01/2013
Landscape Median Maintenance,11/11/2013,Week,30,3.93,3,11/11/2013 - 11/17/2013
Landscape Median Maintenance,10/28/2013,Week,30,17.81,17,10/28/2013 - 11/03/2013
Landscape Median Maintenance,09/30/2013,Week,30,10.3,2,09/30/2013 - 10/06/2013
Landscape Median Maintenance,09/09/2013,Week,30,4.28,2,09/09/2013 - 09/15/2013
Landscape Median Maintenance,09/02/2013,Week,30,6.27,8,09/02/2013 - 09/08/2013
Landscape Median Maintenance,08/19/2013,Week,30,3.65,3,08/19/2013 - 08/25/2013
Landscape Median Maintenance,08/12/2013,Week,30,12.43,18,08/12/2013 - 08/18/2013
Landscape Median Maintenance,07/22/2013,Week,30,10.37,5,07/22/2013 - 07/28/2013
Landscape Median Maintenance,07/15/2013,Week,30,9.64,8,07/15/2013 - 07/21/2013
Landscape Median Maintenance,07/08/2013,Week,30,8.19,5,07/08/2013 - 07/14/2013
Landscape Median Maintenance,06/24/2013,Week,30,10.59,8,06/24/2013 - 06/30/2013
Landscape Median Maintenance,06/17/2013,Week,30,11.09,2,06/17/2013 - 06/23/2013
Landscape Median Maintenance,06/10/2013,Week,30,10.35,8,06/10/2013 - 06/16/2013
Landscape Median Maintenance,05/27/2013,Week,30,12.11,12,05/27/2013 - 06/02/2013
Landscape Median Maintenance,05/06/2013,Week,30,7.71,5,05/06/2013 - 05/12/2013
Landscape Median Maintenance,04/22/2013,Week,30,23.86,2,04/22/2013 - 04/28/2013
Landscape Median Maintenance,04/15/2013,Week,30,20.76,3,04/15/2013 - 04/21/2013
Landscape Median Maintenance,04/08/2013,Week,30,9.11,9,04/08/2013 - 04/14/2013
Landscape Median Maintenance,03/25/2013,Week,30,35.16,2,03/25/2013 - 03/31/2013
Landscape Median Maintenance,03/04/2013,Week,30,35.24,5,03/04/2013 - 03/10/2013
Landscape Median Maintenance,01/21/2013,Week,30,8.82,1,01/21/2013 - 01/27/2013
Landscape Median Maintenance,01/14/2013,Week,30,7.09,3,01/14/2013 - 01/20/2013
Landscape Median Maintenance,12/17/2012,Week,30,6.2,2,12/17/2012 - 12/23/2012
Landscape Median Maintenance,12/03/2012,Week,30,7.29,1,12/03/2012 - 12/09/2012
Landscape Median Maintenance,11/19/2012,Week,30,8.83,5,11/19/2012 - 11/25/2012
Landscape Median Maintenance,10/22/2012,Week,30,20.19,7,10/22/2012 - 10/28/2012
Landscape Median Maintenance,10/15/2012,Week,30,30.52,5,10/15/2012 - 10/21/2012
Landscape Median Maintenance,10/01/2012,Week,30,21.73,7,10/01/2012 - 10/07/2012
Landscape Median Maintenance,09/03/2012,Week,30,11.51,6,09/03/2012 - 09/09/2012
Landscape Median Maintenance,08/27/2012,Week,30,8.1,1,08/27/2012 - 09/02/2012
Landscape Median Maintenance,08/13/2012,Week,30,6.55,4,08/13/2012 - 08/19/2012
Landscape Median Maintenance,08/06/2012,Week,30,24.16,13,08/06/2012 - 08/12/2012
Landscape Median Maintenance,07/23/2012,Week,30,31.34,25,07/23/2012 - 07/29/2012
Landscape Median Maintenance,06/25/2012,Week,30,58.06,3,06/25/2012 - 07/01/2012
Landscape Median Maintenance,05/28/2012,Week,30,7.87,1,05/28/2012 - 06/03/2012
Landscape Median Maintenance,05/21/2012,Week,30,7.49,8,05/21/2012 - 05/27/2012
Landscape Median Maintenance,05/07/2012,Week,30,18.46,11,05/07/2012 - 05/13/2012
Landscape Median Maintenance,04/30/2012,Week,30,8.47,8,04/30/2012 - 05/06/2012
Landscape Median Maintenance,04/23/2012,Week,30,12.08,2,04/23/2012 - 04/29/2012
Landscape Median Maintenance,04/09/2012,Week,30,8.12,3,04/09/2012 - 04/15/2012
Landscape Median Maintenance,03/26/2012,Week,30,15.18,4,03/26/2012 - 04/01/2012
Landscape Median Maintenance,03/19/2012,Week,30,12.89,4,03/19/2012 - 03/25/2012
Landscape Median Maintenance,02/27/2012,Week,30,16.91,11,02/27/2012 - 03/04/2012
Landscape Median Maintenance,01/23/2012,Week,30,9.87,3,01/23/2012 - 01/29/2012
Landscape Median Maintenance,01/09/2012,Week,30,3.93,1,01/09/2012 - 01/15/2012
Landscape Median Maintenance,01/02/2012,Week,30,1.28,3,01/02/2012 - 01/08/2012
Landscape Median Maintenance,12/19/2011,Week,30,5,1,12/19/2011 - 12/25/2011
Landscape Median Maintenance,12/05/2011,Week,30,1.04,2,12/05/2011 - 12/11/2011
Landscape Median Maintenance,11/28/2011,Week,30,3.12,5,11/28/2011 - 12/04/2011
Landscape Median Maintenance,11/14/2011,Week,30,2.98,3,11/14/2011 - 11/20/2011
Landscape Median Maintenance,11/07/2011,Week,30,8.03,4,11/07/2011 - 11/13/2011
Landscape Median Maintenance,10/31/2011,Week,30,3,2,10/31/2011 - 11/06/2011
Landscape Median Maintenance,10/24/2011,Week,30,5.7,2,10/24/2011 - 10/30/2011
Landscape Median Maintenance,10/17/2011,Week,30,1.78,6,10/17/2011 - 10/23/2011
Landscape Median Maintenance,10/03/2011,Week,30,1,1,10/03/2011 - 10/09/2011
Landscape Median Maintenance,09/26/2011,Week,30,2.16,2,09/26/2011 - 10/02/2011
Landscape Median Maintenance,09/19/2011,Week,30,1,1,09/19/2011 - 09/25/2011
Landscape Median Maintenance,09/12/2011,Week,30,2.68,3,09/12/2011 - 09/18/2011
Landscape Median Maintenance,09/05/2011,Week,30,6.47,5,09/05/2011 - 09/11/2011
Landscape Median Maintenance,08/29/2011,Week,30,3.89,7,08/29/2011 - 09/04/2011
Landscape Median Maintenance,08/22/2011,Week,30,6.13,5,08/22/2011 - 08/28/2011
Landscape Median Maintenance,08/15/2011,Week,30,6.17,7,08/15/2011 - 08/21/2011
Landscape Median Maintenance,08/08/2011,Week,30,1,1,08/08/2011 - 08/14/2011
Landscape Median Maintenance,08/01/2011,Week,30,2.48,4,08/01/2011 - 08/07/2011
Landscape Median Maintenance,07/25/2011,Week,30,1.87,3,07/25/2011 - 07/31/2011
Landscape Median Maintenance,07/18/2011,Week,30,5.03,10,07/18/2011 - 07/24/2011
Landscape Median Maintenance,07/04/2011,Week,30,4.48,7,07/04/2011 - 07/10/2011
Landscape Median Maintenance,06/27/2011,Week,30,1.59,2,06/27/2011 - 07/03/2011
Landscape Median Maintenance,06/20/2011,Week,30,4.98,2,06/20/2011 - 06/26/2011
Landscape Median Maintenance,06/13/2011,Week,30,3.75,1,06/13/2011 - 06/19/2011
Landscape Median Maintenance,06/06/2011,Week,30,1.16,6,06/06/2011 - 06/12/2011
Pavement Buckle or Speed Hump Repair,11/12/2018,Week,45,270.96,1,11/12/2018 - 11/18/2018
Pavement Buckle or Speed Hump Repair,11/05/2018,Week,45,7.54,2,11/05/2018 - 11/11/2018
Pavement Buckle or Speed Hump Repair,10/15/2018,Week,45,1,1,10/15/2018 - 10/21/2018
Pavement Buckle or Speed Hump Repair,10/08/2018,Week,45,1,3,10/08/2018 - 10/14/2018
Pavement Buckle or Speed Hump Repair,09/03/2018,Week,45,311.65,2,09/03/2018 - 09/09/2018
Pavement Buckle or Speed Hump Repair,08/27/2018,Week,45,19,1,08/27/2018 - 09/02/2018
Pavement Buckle or Speed Hump Repair,08/20/2018,Week,45,97.88,2,08/20/2018 - 08/26/2018
Pavement Buckle or Speed Hump Repair,08/13/2018,Week,45,7.06,1,08/13/2018 - 08/19/2018
